,k_opt,n_opt,m_opt,m6_opt,error_opt,k_real,n_real,m_real,m6_real,error
116,49.995957224141385,0.7845645326949027,-0.18675480414248172,0.04917568846943908,0.0022127555550264058,300.0,0.8,0.2,0.0,1.8373740918305583
117,50.00101540810617,0.06976615425351042,-0.23282212665845495,0.21246612075610935,0.4363969720781975,80.0,0.4,0.01,0.0,2.284207437531549
118,50.000953329219804,0.05878698016791206,-0.21849908304020574,0.1974676549677567,0.35211208376749875,80.0,0.4,0.05,0.0,2.0388909111071953
119,50.00089966080469,0.04923662088044331,-0.20613771350165136,0.18132697549388996,0.28883083164514417,80.0,0.4,0.09,0.0,1.8378519699189895
120,50.0010289462657,0.07168975682690962,-0.23591629384762705,0.21837259493755765,0.5213478321492968,80.0,0.4,0.001,0.0,2.337049362530302
121,50.00079535210237,0.031957617942217624,-0.18222173930408883,0.12540681750427196,0.09052079588207115,80.0,0.4,0.2,0.0,1.3797360353666093
122,50.0009470091477,0.0635740928173933,-0.2170668668047208,0.29914483526574903,0.6189782046291157,80.0,0.5,0.01,0.0,2.35043466275192
123,50.00089226238987,0.05273171239979138,-0.20446328489518106,0.27418105107362367,0.4815342406958399,80.0,0.5,0.05,0.0,2.0979097386934127
124,50.000849489876835,0.04427901803733408,-0.19420359912245863,0.24543780433321125,0.333580171782977,80.0,0.5,0.09,0.0,1.87385145919824
125,50.00096029229681,0.06615478324344916,-0.22013232230172677,0.30495703899399984,0.6644570899585535,80.0,0.5,0.001,0.0,2.413795560927427
126,50.00076024141285,0.028000518436329797,-0.1740049181782254,0.16856618676782373,0.10690424478514143,80.0,0.5,0.2,0.0,1.3973943380170109
127,50.00087877895389,0.053709085847997745,-0.20128570510112032,0.3828071099238234,0.7264365020358362,80.0,0.6,0.01,0.0,2.3958187797375263
128,35.93283030679061,0.004476147824653704,-0.6985697599493246,0.054894106171339725,0.3619512028802477,80.0,0.6,0.05,0.0,2.124640585272491
129,50.00080049705272,0.038229436450011624,-0.18328382169697702,0.3003328527139222,0.2693089740517673,80.0,0.6,0.09,0.0,1.8848151599192842
130,50.00089223072532,0.056804764235129104,-0.20429023319935574,0.3885364179165134,0.720942946264955,80.0,0.6,0.001,0.0,2.4530489111179623
131,50.000723903553116,0.021641503772428995,-0.16560111534013197,0.21205141928282345,0.14369818072089766,80.0,0.6,0.2,0.0,1.4234224704465466
132,50.00117101535374,0.03985919131249773,-0.26847440722063964,-0.0012301560263845981,0.04335427146853273,80.0,0.1,0.01,0.0,1.536699487538173
133,50.00105691503906,0.07610380288903758,-0.24227518273927554,0.227423925091929,0.619703146499782,90.0,0.4,0.01,0.0,2.557158997775084
134,50.00099448354589,0.06668530750632058,-0.22797590244325475,0.20399126610303,0.3220631241507389,90.0,0.4,0.05,0.0,2.279766609655475
135,50.000931151058055,0.05442198317209573,-0.21339224001647875,0.195462274451171,0.3681832085712414,90.0,0.4,0.09,0.0,2.0423200929652006
136,50.00107349313379,0.07898422156466806,-0.2460995793278412,0.2302543913017643,0.6507426497750285,90.0,0.4,0.001,0.0,2.6228446920462507
137,50.00081635685492,0.0354828795288922,-0.186847249830194,0.13794330369704635,0.10902812519092836,90.0,0.4,0.2,0.0,1.5118179971770838
138,50.00098436724327,0.07041910318998439,-0.22565347506050587,0.318874188500523,0.8173986857439824,90.0,0.5,0.01,0.0,2.6284310834497293
139,50.000928628401255,0.06040666919402206,-0.21280657096166006,0.2873013227875766,0.4811658508886343,90.0,0.5,0.05,0.0,2.3177920999009824
140,50.00087852049131,0.05080642728813581,-0.20126861701729923,0.25943393176269175,0.3329480307801494,90.0,0.5,0.09,0.0,2.0612363303669485
141,50.00099849681234,0.07298904820426158,-0.228900052386644,0.32535450636867635,0.9054697938052569,90.0,0.5,0.001,0.0,2.7058269760507914
142,50.00077509646614,0.030434383000082464,-0.17754304517285385,0.18843248900972748,0.15827148054411994,90.0,0.5,0.2,0.0,1.5340668969958235
143,50.00091148128277,0.06052805953813782,-0.2088515621989917,0.4080061685330733,0.9154914700017455,90.0,0.6,0.01,0.0,2.6617149003445832
144,50.00086420444027,0.05129175449089056,-0.1979682923368239,0.3651641720574894,0.5399138387384009,90.0,0.6,0.05,0.0,2.336802832462475
145,50.00082349842923,0.04308371976655428,-0.1885949412861491,0.3247482436820446,0.33727871384867414,90.0,0.6,0.09,0.0,2.0745015095788557
